sample_id,rule_score,pseudo_label
pseudo_00001,28.42573685940616,1
pseudo_00002,32.91595759369565,1
pseudo_00003,36.63313866328538,1
pseudo_00004,27.384051367397443,1
pseudo_00005,24.58811304341393,1
pseudo_00006,36.491867564288725,1
pseudo_00007,13.249652083381394,0
pseudo_00008,51.920408962490015,1
pseudo_00009,37.05019719228334,1
pseudo_00010,59.20949937469217,1
pseudo_00011,37.39790407538704,1
pseudo_00012,24.518930838380463,1
pseudo_00013,29.00172750544169,1
pseudo_00014,25.16822896769283,1
pseudo_00015,12.325932833976164,0
pseudo_00016,28.096931993266733,1
pseudo_00017,41.33640966771102,1
pseudo_00018,51.953639518860506,1
pseudo_00019,12.742016655442916,0
pseudo_00020,27.991888457522897,1
pseudo_00021,32.846403597674,1
pseudo_00022,35.47786892016184,1
pseudo_00023,24.14846983600615,1
pseudo_00024,44.75588765733461,1
pseudo_00025,32.07061763882369,1
pseudo_00026,16.98604704998873,1
pseudo_00027,20.96631744691549,1
pseudo_00028,58.68263910644835,1
pseudo_00029,78.69791151815943,1
pseudo_00030,23.90632026290012,1
pseudo_00031,22.87212506652164,1
pseudo_00032,34.489870091974154,1
pseudo_00033,30.344005651407407,1
pseudo_00034,31.817349003467356,1
pseudo_00035,28.97815179338553,1
pseudo_00036,32.325029435413526,1
pseudo_00037,39.48940857029196,1
pseudo_00038,28.168220485562856,1
pseudo_00039,23.658988786466274,1
pseudo_00040,23.12352606744485,1
pseudo_00041,20.78376307423583,1
pseudo_00042,32.69035384593877,1
pseudo_00043,7.547148037623717,0
pseudo_00044,11.900573250852858,0
pseudo_00045,37.98574093838684,1
pseudo_00046,30.44654148944722,1
pseudo_00047,39.407687333358325,1
pseudo_00048,59.32143351637141,1
pseudo_00049,11.755502718589838,0
pseudo_00050,49.73293792840222,1
pseudo_00051,53.02353878954925,1
pseudo_00052,38.98083947810829,1
pseudo_00053,26.36336385953685,1
pseudo_00054,31.257141764903228,1
pseudo_00055,41.6560328962643,1
pseudo_00056,48.69473485124155,1
pseudo_00057,19.307001770793203,1
pseudo_00058,56.99102198105055,1
pseudo_00059,54.55927003291399,1
pseudo_00060,42.35624699270267,1
pseudo_00061,23.437116560610928,1
pseudo_00062,37.96514226562228,1
pseudo_00063,28.22933390979732,1
pseudo_00064,26.029554581864534,1
pseudo_00065,55.24567068998648,1
pseudo_00066,24.355160177448774,1
pseudo_00067,36.38004324708519,1
pseudo_00068,22.21079463780906,1
pseudo_00069,31.53068646128648,1
pseudo_00070,46.99580358847609,1
pseudo_00071,11.016480635374055,0
pseudo_00072,33.5820619038596,1
pseudo_00073,46.66649135266444,1
pseudo_00074,16.43318935429861,1
pseudo_00075,14.614571482151582,0
pseudo_00076,45.33138390521084,1
pseudo_00077,29.88566528278085,1
pseudo_00078,12.278737071510836,0
pseudo_00079,15.863633043560446,0
pseudo_00080,40.66911574510441,1
pseudo_00081,28.42573685940616,1
pseudo_00082,32.91595759369565,1
pseudo_00083,36.63313866328538,1
pseudo_00084,27.384051367397443,1
pseudo_00085,24.58811304341393,1
pseudo_00086,36.491867564288725,1
pseudo_00087,13.249652083381394,0
pseudo_00088,51.920408962490015,1
pseudo_00089,37.05019719228334,1
pseudo_00090,59.20949937469217,1
pseudo_00091,37.39790407538704,1
pseudo_00092,24.518930838380463,1
pseudo_00093,29.001727505441686,1
pseudo_00094,25.16822896769283,1
pseudo_00095,12.325932833976164,0
pseudo_00096,28.096931993266733,1
pseudo_00097,41.33640966771102,1
pseudo_00098,51.953639518860506,1
pseudo_00099,12.742016655442916,0
pseudo_00100,27.991888457522897,1
pseudo_00101,32.846403597674,1
pseudo_00102,35.47786892016184,1
pseudo_00103,24.14846983600615,1
pseudo_00104,44.75588765733461,1
pseudo_00105,32.07061763882369,1
pseudo_00106,16.98604704998873,1
pseudo_00107,20.966317446915486,1
pseudo_00108,58.68263910644835,1
pseudo_00109,78.69791151815943,1
pseudo_00110,23.906320262900117,1
pseudo_00111,22.87212506652164,1
pseudo_00112,34.489870091974154,1
pseudo_00113,30.344005651407407,1
pseudo_00114,31.817349003467353,1
pseudo_00115,28.978151793385532,1
pseudo_00116,32.325029435413526,1
pseudo_00117,39.48940857029196,1
pseudo_00118,28.168220485562856,1
pseudo_00119,23.658988786466274,1
pseudo_00120,23.12352606744485,1
pseudo_00121,20.78376307423583,1
pseudo_00122,32.69035384593877,1
pseudo_00123,7.547148037623717,0
pseudo_00124,11.900573250852858,0
pseudo_00125,37.98574093838684,1
pseudo_00126,30.44654148944722,1
pseudo_00127,39.407687333358325,1
pseudo_00128,59.321433516371414,1
pseudo_00129,11.755502718589838,0
pseudo_00130,49.73293792840222,1
pseudo_00131,53.02353878954925,1
pseudo_00132,38.98083947810829,1
pseudo_00133,26.363363859536854,1
pseudo_00134,31.257141764903228,1
pseudo_00135,41.6560328962643,1
pseudo_00136,48.69473485124155,1
pseudo_00137,19.307001770793203,1
pseudo_00138,56.99102198105055,1
pseudo_00139,54.559270032913986,1
pseudo_00140,42.35624699270267,1
pseudo_00141,23.437116560610928,1
pseudo_00142,37.965142265622276,1
pseudo_00143,28.229333909797322,1
pseudo_00144,26.029554581864538,1
pseudo_00145,55.245670689986476,1
pseudo_00146,24.355160177448774,1
pseudo_00147,36.38004324708519,1
pseudo_00148,22.21079463780906,1
pseudo_00149,31.530686461286482,1
pseudo_00150,46.99580358847609,1
pseudo_00151,11.016480635374057,0
pseudo_00152,33.5820619038596,1
pseudo_00153,46.66649135266444,1
pseudo_00154,16.43318935429861,1
pseudo_00155,14.614571482151582,0
pseudo_00156,45.33138390521084,1
pseudo_00157,29.88566528278085,1
pseudo_00158,12.278737071510836,0
pseudo_00159,15.863633043560446,0
pseudo_00160,40.66911574510441,1
pseudo_00161,34.8002553875353,1
pseudo_00162,29.859676783735196,1
pseudo_00163,29.46166762994451,1
pseudo_00164,28.728527199555202,1
pseudo_00165,21.943162472375974,1
pseudo_00166,56.50207382885189,1
pseudo_00167,32.27295103884532,1
pseudo_00168,27.97241604189226,1
pseudo_00169,44.74043697410545,1
pseudo_00170,25.289131834373688,1
pseudo_00171,24.85547771098183,1
pseudo_00172,12.083163788407592,0
pseudo_00173,18.651013276515926,1
pseudo_00174,25.379630691243857,1
pseudo_00175,59.74953986659214,1
pseudo_00176,45.436170415722835,1
pseudo_00177,12.34750036092909,0
pseudo_00178,29.539830281184365,1
pseudo_00179,8.749014582007389,0
pseudo_00180,38.41277458409342,1
pseudo_00181,51.321440815092124,1
pseudo_00182,20.442262435015053,1
pseudo_00183,32.83030618431974,1
pseudo_00184,19.550211116428482,1
pseudo_00185,27.369189194588206,1
pseudo_00186,30.53150678959214,1
pseudo_00187,49.77646995202105,1
pseudo_00188,34.725336703526224,1
pseudo_00189,25.172668059111277,1
pseudo_00190,64.461758271242,1
pseudo_00191,44.49334919313743,1
pseudo_00192,19.74901150434452,1
pseudo_00193,27.562798352612578,1
pseudo_00194,43.85541811125207,1
pseudo_00195,25.831511413022994,1
pseudo_00196,61.71069454202028,1
pseudo_00197,48.295833071906685,1
pseudo_00198,7.6905114167220345,0
pseudo_00199,21.742275420324578,1
pseudo_00200,36.16676317811857,1
