sample_id,who,watch_from,watch_until,youtube_url,start_sec,end_sec
gold_001,LEFT,0:55,1:55,https://www.youtube.com/watch?v=IH6KWbTogT0&t=55,0:59,0:59
gold_001,LEFT,0:55,1:55,https://www.youtube.com/watch?v=IH6KWbTogT0&t=55,,
gold_001,LEFT,0:55,1:55,https://www.youtube.com/watch?v=IH6KWbTogT0&t=55,,
gold_001,LEFT,0:55,1:55,https://www.youtube.com/watch?v=IH6KWbTogT0&t=55,1:11,1:11
gold_001,LEFT,0:55,1:55,https://www.youtube.com/watch?v=IH6KWbTogT0&t=55,1:20,1:22
gold_002,LEFT,1:11,2:11,https://www.youtube.com/watch?v=P4ul1tuvi9c&t=71,,
gold_002,LEFT,1:11,2:11,https://www.youtube.com/watch?v=P4ul1tuvi9c&t=71,,
gold_002,LEFT,1:11,2:11,https://www.youtube.com/watch?v=P4ul1tuvi9c&t=71,1:24,1:26
gold_002,LEFT,1:11,2:11,https://www.youtube.com/watch?v=P4ul1tuvi9c&t=71,,
gold_002,LEFT,1:11,2:11,https://www.youtube.com/watch?v=P4ul1tuvi9c&t=71,1:50,1:51
gold_003,LEFT,2:31,3:31,https://www.youtube.com/watch?v=xkHwlcDSOjc&t=151,,
gold_003,LEFT,2:31,3:31,https://www.youtube.com/watch?v=xkHwlcDSOjc&t=151,2:56,2:57
gold_003,LEFT,2:31,3:31,https://www.youtube.com/watch?v=xkHwlcDSOjc&t=151,3:01,3:02
gold_003,LEFT,2:31,3:31,https://www.youtube.com/watch?v=xkHwlcDSOjc&t=151,,
gold_003,LEFT,2:31,3:31,https://www.youtube.com/watch?v=xkHwlcDSOjc&t=151,,
gold_004,LEFT,11:41,12:41,https://www.youtube.com/watch?v=RzIxWA-ll8g&t=701,,
gold_004,LEFT,11:41,12:41,https://www.youtube.com/watch?v=RzIxWA-ll8g&t=701,11:56,11:57
gold_004,LEFT,11:41,12:41,https://www.youtube.com/watch?v=RzIxWA-ll8g&t=701,12:02,12:03
gold_004,LEFT,11:41,12:41,https://www.youtube.com/watch?v=RzIxWA-ll8g&t=701,,
gold_004,LEFT,11:41,12:41,https://www.youtube.com/watch?v=RzIxWA-ll8g&t=701,,
gold_005,LEFT,0:48,1:48,https://www.youtube.com/watch?v=D8K1AAxkg0g&t=48,,
gold_005,LEFT,0:48,1:48,https://www.youtube.com/watch?v=D8K1AAxkg0g&t=48,1:08,1:09
gold_005,LEFT,0:48,1:48,https://www.youtube.com/watch?v=D8K1AAxkg0g&t=48,,
gold_005,LEFT,0:48,1:48,https://www.youtube.com/watch?v=D8K1AAxkg0g&t=48,1:32,1:34
gold_005,LEFT,0:48,1:48,https://www.youtube.com/watch?v=D8K1AAxkg0g&t=48,1:42,1:43
gold_006,RIGHT,27:02,28:02,https://www.youtube.com/watch?v=niEsUBm1l98&t=1622,27:06,27:07
gold_006,RIGHT,27:02,28:02,https://www.youtube.com/watch?v=niEsUBm1l98&t=1622,,
gold_006,RIGHT,27:02,28:02,https://www.youtube.com/watch?v=niEsUBm1l98&t=1622,,
gold_006,RIGHT,27:02,28:02,https://www.youtube.com/watch?v=niEsUBm1l98&t=1622,27:32,27:33
gold_006,RIGHT,27:02,28:02,https://www.youtube.com/watch?v=niEsUBm1l98&t=1622,27:49,27:50
gold_007,RIGHT,21:10,22:10,https://www.youtube.com/watch?v=wrhnUxQrx8g&t=1270,,
gold_007,RIGHT,21:10,22:10,https://www.youtube.com/watch?v=wrhnUxQrx8g&t=1270,,
gold_007,RIGHT,21:10,22:10,https://www.youtube.com/watch?v=wrhnUxQrx8g&t=1270,21:39,21:40
gold_007,RIGHT,21:10,22:10,https://www.youtube.com/watch?v=wrhnUxQrx8g&t=1270,,
gold_007,RIGHT,21:10,22:10,https://www.youtube.com/watch?v=wrhnUxQrx8g&t=1270,,
gold_008,RIGHT,12:34,13:34,https://www.youtube.com/watch?v=sfUBZaWn2f8&t=754,12:42,12:43
gold_008,RIGHT,12:34,13:34,https://www.youtube.com/watch?v=sfUBZaWn2f8&t=754,12:44,12:45
gold_008,RIGHT,12:34,13:34,https://www.youtube.com/watch?v=sfUBZaWn2f8&t=754,12:49,12:50
gold_008,RIGHT,12:34,13:34,https://www.youtube.com/watch?v=sfUBZaWn2f8&t=754,12:53,12:54
gold_008,RIGHT,12:34,13:34,https://www.youtube.com/watch?v=sfUBZaWn2f8&t=754,12;57,12:58
gold_009,RIGHT,2:04,3:04,https://www.youtube.com/watch?v=GJtqigeWHV8&t=124,,
gold_009,RIGHT,2:04,3:04,https://www.youtube.com/watch?v=GJtqigeWHV8&t=124,2:19,2:20
gold_009,RIGHT,2:04,3:04,https://www.youtube.com/watch?v=GJtqigeWHV8&t=124,2:23,2:24
gold_009,RIGHT,2:04,3:04,https://www.youtube.com/watch?v=GJtqigeWHV8&t=124,2:24,2:25
gold_009,RIGHT,2:04,3:04,https://www.youtube.com/watch?v=GJtqigeWHV8&t=124,2:36,2:37
gold_010,RIGHT,1:28,2:28,https://www.youtube.com/watch?v=jg6y3LABwTs&t=88,,
gold_010,RIGHT,1:28,2:28,https://www.youtube.com/watch?v=jg6y3LABwTs&t=88,,
gold_010,RIGHT,1:28,2:28,https://www.youtube.com/watch?v=jg6y3LABwTs&t=88,2:07,2:08
gold_010,RIGHT,1:28,2:28,https://www.youtube.com/watch?v=jg6y3LABwTs&t=88,,
gold_010,RIGHT,1:28,2:28,https://www.youtube.com/watch?v=jg6y3LABwTs&t=88,,
gold_011,LEFT,1:22,2:22,https://www.youtube.com/watch?v=FzCjvLU7u7Q&t=82,,
gold_011,LEFT,1:22,2:22,https://www.youtube.com/watch?v=FzCjvLU7u7Q&t=82,,
gold_011,LEFT,1:22,2:22,https://www.youtube.com/watch?v=FzCjvLU7u7Q&t=82,2:07,2:08
gold_011,LEFT,1:22,2:22,https://www.youtube.com/watch?v=FzCjvLU7u7Q&t=82,2:17,2:17
gold_011,LEFT,1:22,2:22,https://www.youtube.com/watch?v=FzCjvLU7u7Q&t=82,,
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_012,LEFT,6:08,7:08,https://www.youtube.com/watch?v=6RDkdbgzeAI&t=368,,
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=42,,
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=42,0:52,0:53
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=42,0:59,1:00
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=42,,
gold_013,LEFT,0:42,1:42,https://www.youtube.com/watch?v=WrWFSBLjWZU&t=42,1:33,1:35
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=53,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=53,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=53,,
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=53,1:41,1:42
gold_014,LEFT,0:53,1:53,https://www.youtube.com/watch?v=f6aNo5Mod9I&t=53,1:50,1:51
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=814,,
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=814,13:58,13:59
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=814,13:59,14:01
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=814,,
gold_015,LEFT,13:34,14:34,https://www.youtube.com/watch?v=Ak2Bm8mfL3w&t=814,14:32,14:33
